Source_Object_title,Source_Note_body,Target_Object_title,Target_Note_body
數學是培養問題解決能力,"對本地的學生來說，數學被設計成：計算能力的養成。
然而相較於計算，整個思考的過程相對重要。",Problem Solving,如何解決問題是數學學習的核心，因為數學有其關聯性存在
課堂中的民主,我認為教育選擇權一直都在家長的身上，家長能選擇想就讀的學校、學生的課後才藝等等，因此我認為這裡的民主化應是著重於課堂中的意見交流。,Democratizing Knowledge,"Democratizing Knowledge:All students have the right and are welcome to participate and share their ideas in Knowledge Building Circles.(p35)
民主化的知識：所有學生都有權加入知識構建圈並分享他們的想法。
反思：知識不是貴族或特定族群才能擁有，人人受教權平等、均等，課堂上讓所有學生參與其中，而不要有過客的情形，並有效討論知識論壇，讓人人有機會貢獻，達到民主化的知識。
問題：現今教育選擇權回歸家長，學生程度ㄔㄚㄧ可能日漸擴大？"
了解自己與他人想法的差距,"針對如何得知自己的想法與他人的差距，或許可以試試看以下方式~
主動尋求他人的意見：向其他人詢問他們對自己的想法的看法，有助於自己了解他人是否理解自己的想法，以及是否有任何差異或不同之處。
分享自己的想法：在討論或反思小組中分享自己的想法，聆聽他人的回應和建議，並了解其他人對於自己的想法的看法和觀點。
自我檢視：自我反省，評估自己的思維和偏見，以更深入地理解自己的想法和觀點。
接受挑戰：接受其他人對自己想法的挑戰和質疑，這有助於釐清和深化您的想法，也有助於了解其他人的觀點和看法。

經過這些方法，應該可以更好地理解和知道自己的想法與他人之間的差異，進而更好地學習和成長。",Meta-talk,"eta-talk is another critical element of Knowledge Building. Meta-talk can be defined as “discourse about progress and difficulties in the main knowledge-creating effort” . It is important that students engage in both self and group meta-talk/ reflection to assess the community’s progress, identify shared gaps in understanding, and so on.P.60
元對話是知識創建中另一個重要的元素。元對話可以定義為“關於主要知識創建努力的進展和困難的話語”。學生們進行自我和群體的元對話/反思以評估社區的進展，確定共同的理解差距等是非常重要的。
我覺得透過團體反思的過程可以幫助更深入探討他們的想法，並使他們能夠從其他人的觀點中學習和成長。因此，想法不論對錯，但是該如何理解與知曉自己的想法與他人的差距???"
把想法變成行動,使用便利貼把想法記錄下來，就是一個行動的開始。,維持動力：以思想為中心的教室,"Essentially, while ideas can be easy to generate
– the hard part comes when you have to improve them. Idea
improvement is a challenging process for experts and novices
alike!
內文說到想法很容易產生，但是能夠改進（改善）想法的時候就比較困難了，不論是老手還是新手都一樣．
所以是否可建立學校教室時，就鼓勵大家要卸下psychological mind ˇ？但有具體的做法嗎？
內文是以便利貼的方式讓大家的想法都寫出來，就好像我們開學剛開始一般．"
討論的效益,"重點式討論是否為一個比較有效益的討論模式?
開方式討論 or 天馬行空式 無規範式 哪一種討論方式可以讓團隊得到最好的效益?",WONDER WALL多樣觀點分享,"本週閱讀WONDER WALLS的部分(P49-54)，從一個明確的主題開始，
通過對理論的“Evidence to Support”與“Evidence to Discount”辨別，
能夠繼續探索那些值得的花更多時間去討論
(更多時候在社區中能夠分享多種觀點，並和團隊成員能夠從中一起學習。)
反思:在閱讀WONDER WALLS時，讓我想到重點討論法。
主要是透過四個層面的問題，讓學習者有持續貫通的思考過程。
(有重點討論，將另外開一個視窗與大家分享)"
原子習慣,"好的習慣值得持之以恆
壞的習慣就把他捨棄吧",授人以魚 不如授人以漁,"“Whereas idea generation comes naturally to young people, working to improve one’s ideas does not. Considerable  support is usually required to maintain student engagement in idea improvement, and even more to establish idea  improvement as a classroom norm. But once it is established the students themselves become a sustaining force”
在成長的過程中，往往會因為外在的人、事、物，使想法以及做事風格改變，尤其當想法已經根深蒂固，隨著年紀的增長會越來越難改變，最好的做法是從小灌輸良好的觀念，用引導或是身體力行的方式來讓學生明白做想法的改變，與其告訴他什麼事能做什麼事不能做，不如舉實例或真的讓學生切身經歷，久而久之便會形成一種習慣。"
如何有效執行eta-talk&meta-talk,"通過eta-talk和meta-talk，學生可以評估知識建構過程的進展和困難，並確定理解上的共同差距；幫助學生更好地了解和評估自己的思考和學習過程，並促進知識建構和學習，
1.但如果學生參與度不高可能會選擇不參與eta-talk和meta-talk，影響學生們的學習和知識建構，該如何避免?
2.eta-talk和meta-talk為學生確定理解思想差距的共同缺口，但學生之間如何相互尊重和有效地溝通?",Meta-talk,"eta-talk is another critical element of Knowledge Building. Meta-talk can be defined as “discourse about progress and difficulties in the main knowledge-creating effort” . It is important that students engage in both self and group meta-talk/ reflection to assess the community’s progress, identify shared gaps in understanding, and so on.P.60
元對話是知識創建中另一個重要的元素。元對話可以定義為“關於主要知識創建努力的進展和困難的話語”。學生們進行自我和群體的元對話/反思以評估社區的進展，確定共同的理解差距等是非常重要的。
我覺得透過團體反思的過程可以幫助更深入探討他們的想法，並使他們能夠從其他人的觀點中學習和成長。因此，想法不論對錯，但是該如何理解與知曉自己的想法與他人的差距???"
利用學生提出的問題評估學生學習狀況,"My deepest learning moment is that I now have learned how to assess my students’ progress through the higher level of critical thinking inquiry questions they formulate and comment on.（p.38）
我認為這裡很有趣的是透過問題的內容來評估學生的學習，這與我們平時的評量方式其實差異相當大。平時都是依照學生的回答來判斷學生是否有學習到，但是此種方法的弊端是，如果學生用背誦的方式來學習，是無法評估出學生是否真的理解。但是用學生問題內容做分析，則能夠去了解學生是否有進入深度的思考。
提問
分析提問的評量方式是否有量化的方法？",ASSESSMENT AND EVALUATION,"• Observation 
• Written Responses
• Culminating Assignment
• 課堂觀察 • 書面報告• 期末作業
反思學習評量真的不是只有使用紙筆測驗，多元評量、真實評量等都是可以參考的方式，而KB提到的三個評量方式，各個有它的重點所在之處，我想了解還有沒有其他的評量系統呢？"
一起創造一個支持性和尊重性的學習環境,"對自己的能力產生懷疑，這種情況大多會對學習者的信心和動機產生負面影響，進而影響其學習和知識建構的能力。
ˊ這也是一個學習的機會。學習者可以通過進一步的討論和反思，了解自己的想法和觀點與別人的不同之處，進而深入探討自己的想法是否正確或可行。
此外，通過與他人討論和交流，學習者可以從其他人的觀點中學習和成長，擴展自己的知識和理解。
當然重要的還是教師和學習者一起創造一個支持性和尊重性的學習環境，鼓勵學習者對自己的想法和觀點持開放態度，並將錯誤視為學習的機會。透過這種方式，學習者可以克服挫折和失敗，並不斷提高自己的學習能力。",成長心態,"Improvable Ideas: This principle centres on the notion that “all ideas are improvable” and helps to encourage a “growth mindset” (Dweck, 2006), which, when applied to the domain of math, can help boost learner confidence and development (Sirois, 2014).
可改進的想法：這一原則以“所有想法都是可改進的”為中心，有助於鼓勵“成長心態”（Dweck，2006 年），將其應用於數學領域時，能增強學習者的信心和發展。
問題：若學習者發現自己的想法總是錯誤的並且和別人不同，不會反而打擊信心或產生挫敗感嗎？"
將學習者的注意力從「對錯」和「差異」轉移到「精進想法」!!,"應該是說，如何將學習者的注意力從「對錯」和「差異」轉移到「精進想法」是很重要的。
可以鼓勵學習者不斷改進和提高自己的想法，進而促進成長。
想法精進是一個長期的過程，需要不斷學習、反思和挑戰自己。
重要的是，不要害怕犯錯，因為從錯誤中學習可以幫助自己更加發展自己的想法。",鼓勵而非辨別對錯,"Sustained Knowledge Building work relies upon continual questioning and idea development.If students are not pursuing deep and meaningful questions or problems, they are likely to struggle during the process.P.39
持續的知識構建工作需要不斷提出問題和發展想法。如果學生沒有追求深入且有意義的問題或問題，他們在這個過程中可能會遇到困難。
我認為可改進的想法是用來鼓勵學習者精進及追求深入的問題，非判斷對錯及比較差異，而是需要讓自己的想法不斷進步，無形中就會有成長。
但我認為如何精進想法才是最困難的，又該怎麼做才能無形中進步?"
不同觀點的人更是需要交流!,"多和其他人交流自己的想法和觀點，尤其是和不同觀點的人討論，可以幫助了解並考慮其他人的想法，從而精進自己的想法。
嘗試接受挑戰，並試圖解決困難，一旦發現自己的弱點，就會學習如何解決問題。",想法沒有對錯之分,如同文內所說，在知識建構裡，想法並沒有對錯之分，所有人都能夠提出自己的想法，和大家討論，再做想法上的改進。
自我反省,回顧自己的想法和行動，思考自己的行為和決策的原因和後果，可以幫助自己更深入了解自己的思考過程和偏見。,沒有想法是錯的,"我們不能說某某某想法是錯的，我們要說他的想法可能比較好一點，可能比你多想到了一些。
我覺得與別人不同在想法發展裡面是好的情況，這樣才可以有多樣性，想到別人沒想的可能性。"
產生更深入和創新的假設問題求進步,"應該可以透過KB原則，經由小組的討論和研究，可以讓不同的想法得到交流和整合，進而產生更深入和創新的假設問題。
此外，我們也可以透過閱讀相關的文獻或資料，觀察相關的現象，並思考和提出更具體和具有挑戰性的假設問題，從而促進自己的思考和進步。
並在假設問題的過程中，我們也應該保持開放的態度，不斷檢視和調整自己的假設，這樣才能進一步提高自己的思考和分析能力。
以上應該符合KB原則",如果討論的議題是現今科學還無法確定的答案,如果討論的議題是現今科學家還無法確定的議題，比如基改食品是否對人體有害，現今還沒有一個正確的答案，還能適用KB的12原則嗎?
透過文化的介紹與比較,"P.143  Example: Inquiring with others
以探討全球水資源議題為主的跨國合作學習計畫，旨在讓加拿大和澳洲的學生能透過網路科技進行虛擬團隊合作。
內容為四個項目的探究，包括：
分別介紹兩國河流系統
調查兩國河流問題
探究兩國城市的自來水處理和污水處理系統
探究減少浪費瓶裝水的方法
透過這些項目，學生和教師們對於管理水資源的重要性有了更深刻的理解，並學習到在社會上做出有益貢獻的方法。
從上述的例子，感覺可以從各自的文化介紹開始進行，認識彼此的文化後再做比較，進而去探究一些可改善的資源議題。",各地擁有不同的文化,"真實性學習強調與生活的連結，讓學員在真實的環境中，通過自己的努力解決現實問題，從而獲得知識和技能的教學方法。
當學生在學習中感受到學習當中知識的「真實性」，也更能提升學習動機及目標去進行學習。
若是世界各地擁有不同的文化與觀點，教學設計者該如何衡量與促進交流，讓各地學習者都能投入互動及討論？"
廣納,"除了小組討論外，也可以從別人的角度去思考問題，進而擴大思維的範圍，從不同的角度來探索問題，提出更好的問題。
另外，還可以參考過去相關研究、文獻或者領域專家的見解，以及進行實驗和實踐，不斷嘗試和反思，以精進自己的想法。",卓越,我覺得假設問題是很好的出發點，但至於要如何假設才能更精進，這時候就可以發揮小組功能，把自己的想法明白的說出來，然後大家再一起討論，研究，最後表達出一個大家都覺得甚好的問題。
需社群共創,"P.144
The notion of ‘community knowledge asserts that while learning
is a personal matter, knowledge building is a socially mediated process that is done
to improve knowledge itself and to benefit the community’ (Jacobsen et al., 2013,
p. 15). The nature of four tasks (projects) required students to work together to build‘their own and their peers’ knowledge, rather than just mining and memorizing
existing information and ideas by themselves’ (p. 15).
可見知識建構無法單靠自己一人而成，需要共同努力建立自己和同儕的知識，並改善之。",不侷限於個人,說到想法疊加，許多時候我們認為想法是疊加在自己的想法／知識背景之上，但在群體討論中，許多時候整組之間的想法也是互相互動與累積的。團結力量大，在 Knowledge building 的情況下也相當適用。
知識建構的過程中，問題的提出和解決通常是循環的!,"在知識建構的過程中，問題確實可以無窮無盡，且隨著時間的推移，問題也可能變得更加細膩和具體。時間的緊迫性確實可以促進問題的提出和討論，但同時也需要平衡好時間壓力和問題的品質。
當一個問題被充分地探討、討論和解決後，通常應該就不會再有進一步的發展空間了。
這時候，學生可以轉向其他相關的問題，或者開始探索更廣泛的主題，以尋找新的問題和機會。
在知識建構的過程中，問題的提出和解決通常是循環的，學生需要不斷地探索和發現新的問題，進行更深入的思考和討論，以推動自己的學習和成長。",有沒有問題是提問再提問，到無法再討論的地步,"For example, students may need time to open up smaller, more specific questions to 
encompass a wider scope and problem space.
p39
舉例，廣泛的問題，學生需要花費時間提出更精密更具體的問題。
意思是，問題確實會無窮無盡，但問題也會越來越細膩。有時間壓力的緊迫性，才會有meeting時間向大家提出疑問，問題就變更細膩。
但沒有時間的壓力？尋找問題的時間只會越來越多，沒辦法有更精密的問題出現。
提問：有沒有問題是提問到無法再討論的？"
透過反思來獲取下一步的行動方向,"在知識建構的過程中，確實沒有單一正確答案，因此學生需要透過反思來獲取下一步的行動方向。反思不僅僅是思考已經發生的事情，更是關於如何進一步推進知識建構的思考和行動。
在反思的過程中，學生可以評估自己和群體的進展，並分析學習過程中的困難和挑戰。
透過討論和分享想法，學生可以從他人的觀點中學習和成長，並找到新的問題和方向。
學生可以將反思的結果用來制定下一步的計劃，例如：重新設定問題，擴展研究範圍，嘗試不同的解決方案，進一步深入探索已有的想法等等。
透過反思來獲取下一步的行動方向是知識建構中非常重要的一個步驟。通過不斷地反思和行動，學生可以不斷改進自己的想法和知識，進而實現知識建構的目標。",想法沒有正確答案,"在文中P.64頁提到""知識建構從學生原有的思維習慣開始，並沒有真正的正確答案。""
知識建構以原有的想法去加以改善，但在沒有正確答案的狀況下，我們該如何透過反思去得知下一步的行動是ㄕㄣㄇㄜㄋㄜ"
收斂後的挖掘與創新,"當一個問題被充分地探討、討論和解決後，通常就不會再有進一步的發展空間了。
可以轉向其他相關的問題，或者開始探索更廣泛的主題，以尋找新的問題和機會。在知識建構的過程中，問題的提出和解決通常是循環往復的，學生需要不斷地探索和發現新的問題，進行更深入的思考和討論，以推動自己的學習和成長。",有，當問題已經收斂到極致的時候,有的，當問題收斂到已經很清楚明白每一個步驟要怎麼去執行的時候，並且大家都同意這想法，這完整度就已經不需要再繼續提問跟收斂了。
規範、支持、引導,"P.150 跨國線上合作例子提及
Clear expectations with regard to online dialogue need to be communicated. Further, it required educators to play a key role in scaffolding the learning to support healthy interactions between students, students and teacher educators, and students and experts. With each phase of the project, the nature of the interaction advanced to support the learning outcomes.
從這段話可知，教師需要有清楚的範圍和進度、支持和引導、提出適當的問題、讓學生清楚了解期望和規範",教師該注意哪些互動原則,"我們已了解學習的過程若有老師或同儕的溝通回饋，這種知識交流、互動的過程能促使學習產生並提升效能。
身為教師，是否有些互動原則是在帶動討論時需額外注意的？又有哪些互動帶領原則可以提升互動的成效？"
教師定位,"針對提及師生背景知識部分：
我覺得這篇論文主要是教師設計透過學生與他國學生、專家間的互動、交流、合作，並運用科技傳遞，來進行有意義的學習。
老師是設計和輔助、引導的角色，師生之間比較沒有直接的、知識傳遞的互動關係，因此師生背景知識需相近這部分不是很理解?",仍有差異性,"因此可以看出互動的學習是必須的
因此，若能讓老師和學生之間產生交流
那麼互動即產生
但要產生有意義的學習
還須讓學生和教師的背景知識相近
才會促使有意義的學習
否則
若兩方沒有在一樣的焦點或目標上
可能較無法產生有意義的學習"
引導,"•Re-introduce a student question that was promising but glossed over.
•Challenge students to try to expand their ways of contributing to group discussion by asking students to engage with new or different KB scaffolds.
•Try to encourage students to engage directly with one another if they are constantly looking to you as the teacher after every comment or to move things along.(p.46)
透過教師引入,讓學生進行討論",激發好奇心,"Students had the opportunity to develop their own inquisitive questions, triggered by their own natural curiosity.(p.35)
在此所提到學生的提問基礎為他們自身的好奇心，大多時候學生沒有問題並非真的理解或是不想提問，而是沒有發現到問題，因此重點不是規定學生發言次數，而是引導學生去發現問題、激發求知的慾望。
提問
若學生遲遲未發現問題點教師該如何處理？"
想法的具體化,,ＫＢ （Wonder Wall）P52-54,"內容大意是分享案例：一個天文學家在課堂上怎麼讓學生知識翻新，
先發想一個問題「宇宙是怎麼發生的？」
接著用【黃色便利貼 -我的論點】，寫上你覺得應該是怎麼發生的，．
【綠色便利貼--支持證據】然後是依據哪個科學證據，相關的證據都貼上已表示支持
【 紅色便利貼 -證據需打折扣（瑕疵）】依據哪個科學證據，可能有對立或證據缺發的觀點都貼上已表示證據可能不足，須待釐清．
以上Ｐ52-54 重點在於可用顏色的便利貼，來進行團體知識翻新的工具之一"
獎勵,針對第一點：我覺得可以用獎勵或加分的方式讓他們可以更有興趣參與討論學習，也不會互相排斥想法。,如何有效執行eta-talk&meta-talk,"通過eta-talk和meta-talk，學生可以評估知識建構過程的進展和困難，並確定理解上的共同差距；幫助學生更好地了解和評估自己的思考和學習過程，並促進知識建構和學習，
1.但如果學生參與度不高可能會選擇不參與eta-talk和meta-talk，影響學生們的學習和知識建構，該如何避免?
2.eta-talk和meta-talk為學生確定理解思想差距的共同缺口，但學生之間如何相互尊重和有效地溝通?"
改變舊有思維,覺得要轉念，將分辨「對錯」或「好壞」轉移變成都是在「精進想法」是一件需要學習的事,將學習者的注意力從「對錯」和「差異」轉移到「精進想法」!!,"應該是說，如何將學習者的注意力從「對錯」和「差異」轉移到「精進想法」是很重要的。
可以鼓勵學習者不斷改進和提高自己的想法，進而促進成長。
想法精進是一個長期的過程，需要不斷學習、反思和挑戰自己。
重要的是，不要害怕犯錯，因為從錯誤中學習可以幫助自己更加發展自己的想法。"
討論參與,這時候就要發揮討論參與的功能，提出想法後 小組或全班討論，再提出各自的想法，這樣層層累加，想法就會越來越進步，比如說我們常有一些職業相關社群，在裡面提問後，有人會在底下回應想法，回應後也會有人提出問題與批判，這樣就能把所有想法統整起來做一個改進。,鼓勵而非辨別對錯,"Sustained Knowledge Building work relies upon continual questioning and idea development.If students are not pursuing deep and meaningful questions or problems, they are likely to struggle during the process.P.39
持續的知識構建工作需要不斷提出問題和發展想法。如果學生沒有追求深入且有意義的問題或問題，他們在這個過程中可能會遇到困難。
我認為可改進的想法是用來鼓勵學習者精進及追求深入的問題，非判斷對錯及比較差異，而是需要讓自己的想法不斷進步，無形中就會有成長。
但我認為如何精進想法才是最困難的，又該怎麼做才能無形中進步?"
時間限制或決策者,在知識建構的過程中，想法看似沒有完整的一天，因為會不斷地精進，但也許可以制定想法截止時間或是找一個人當最後的決策者，在想法裹足不前時給予建議或引導下一步行動,想法沒有正確答案,"在文中P.64頁提到""知識建構從學生原有的思維習慣開始，並沒有真正的正確答案。""
知識建構以原有的想法去加以改善，但在沒有正確答案的狀況下，我們該如何透過反思去得知下一步的行動是ㄕㄣㄇㄜㄋㄜ"
正向v.s負向的效果,"正向良善循循善誘的鼓勵方式 v.s 負向責罵批評方式
究竟哪種方式能增強學習者的心理安全性 答案可能需要一段長時間的真實驗證","""Possible, make students' ideas visible as they grow""","在學生成長及學習的過程中，應該鼓勵他們表達自己的想法和觀點，
並讓這些想法和觀點成為學習的一部分。這種方法有助於提高學生的參與度和自信心，
同時也有助於教師更好地了解學生的思維方式和學習進展，從而更好地指導他們的學習。"
拋磚引玉,一個想法進入討論中，激起更多想法，引發更多行動，有點類似一顆石頭掉進水中激盪起許多水花。,紀錄可以持續激發想法的激盪,"Add any new, more refined wonderings, revised and reworked questions, or brand new queries as they arise.
 
許多的想法，從別人口中聽到時，當下都會產生一種「咦，這麼簡單的事情，我怎麼沒想到?」或「咦，這個想法我也有想過。」
但是為什麼這些，都不是在每件事情的當下產生的反應？而像是藏在腦海中的潛在想法。
我覺得這是因為許多人都只會把想法留在腦海中，而沒有紀錄下來或分享出去的緣故，導致這些想法無法交互分享繼續探討，這樣就無法讓想法產生交互作用，也沒辦法再產生激盪。
而嘗試提出想法的那個人就像是拋出一個餌，將每個人的想法勾出來，形成實際的大家共有的想法，以此才能繼續產生作用，達到Rise Above 。"
促進跨文化交流,"可以設計一些方法：
建立文化橋樑：教學設計者可以設計活動，使學生能夠分享和探討彼此的文化和觀點。這樣可以建立一個相互了解和尊重的平臺，促進跨文化交流。
使用多媒體資源：教學設計者可以使用多媒體資源(ex:Video, Photo, Audio, AR、VR...)，以便學生更好地理解和體驗不同文化。
反思：教學設計者可以鼓勵學生反思他們的文化和觀點，以及如何在跨文化交流中理解和適應不同文化。
就像之前讀過教師在KB所扮演的角色其中之一，要優先建立安全且尊重的環境，使學生能安心的互動和正向發言，好讓KB能順利推進。",透過文化的介紹與比較,"P.143  Example: Inquiring with others
以探討全球水資源議題為主的跨國合作學習計畫，旨在讓加拿大和澳洲的學生能透過網路科技進行虛擬團隊合作。
內容為四個項目的探究，包括：
分別介紹兩國河流系統
調查兩國河流問題
探究兩國城市的自來水處理和污水處理系統
探究減少浪費瓶裝水的方法
透過這些項目，學生和教師們對於管理水資源的重要性有了更深刻的理解，並學習到在社會上做出有益貢獻的方法。
從上述的例子，感覺可以從各自的文化介紹開始進行，認識彼此的文化後再做比較，進而去探究一些可改善的資源議題。"
傾聽的重要性,人們往往容易有堅持己見的狀況發生，要想改進（改善）想法就需先從接受他人意見開始,維持動力：以思想為中心的教室,"Essentially, while ideas can be easy to generate
– the hard part comes when you have to improve them. Idea
improvement is a challenging process for experts and novices
alike!
內文說到想法很容易產生，但是能夠改進（改善）想法的時候就比較困難了，不論是老手還是新手都一樣．
所以是否可建立學校教室時，就鼓勵大家要卸下psychological mind ˇ？但有具體的做法嗎？
內文是以便利貼的方式讓大家的想法都寫出來，就好像我們開學剛開始一般．"
教師適時介入,"理解與他人想法的差距不是件容易的事，尤其是年紀小的學生，可能連理解別人的話都會遇到困難
可能需要老師適時的介入",Meta-talk,"eta-talk is another critical element of Knowledge Building. Meta-talk can be defined as “discourse about progress and difficulties in the main knowledge-creating effort” . It is important that students engage in both self and group meta-talk/ reflection to assess the community’s progress, identify shared gaps in understanding, and so on.P.60
元對話是知識創建中另一個重要的元素。元對話可以定義為“關於主要知識創建努力的進展和困難的話語”。學生們進行自我和群體的元對話/反思以評估社區的進展，確定共同的理解差距等是非常重要的。
我覺得透過團體反思的過程可以幫助更深入探討他們的想法，並使他們能夠從其他人的觀點中學習和成長。因此，想法不論對錯，但是該如何理解與知曉自己的想法與他人的差距???"
等待答案出現,KB的原則感覺是為了提升討論品質並且有效的進行知識建構所產生的，無法找到的答案就靜靜等候答案出現的那天吧！,如果討論的議題是現今科學還無法確定的答案,如果討論的議題是現今科學家還無法確定的議題，比如基改食品是否對人體有害，現今還沒有一個正確的答案，還能適用KB的12原則嗎?
營造環境是困難的,安心的學習環境聽起來很簡單，但要營造並不容易，需要每個人都懂的尊重並接納不同的想法,一起創造一個支持性和尊重性的學習環境,"對自己的能力產生懷疑，這種情況大多會對學習者的信心和動機產生負面影響，進而影響其學習和知識建構的能力。
ˊ這也是一個學習的機會。學習者可以通過進一步的討論和反思，了解自己的想法和觀點與別人的不同之處，進而深入探討自己的想法是否正確或可行。
此外，通過與他人討論和交流，學習者可以從其他人的觀點中學習和成長，擴展自己的知識和理解。
當然重要的還是教師和學習者一起創造一個支持性和尊重性的學習環境，鼓勵學習者對自己的想法和觀點持開放態度，並將錯誤視為學習的機會。透過這種方式，學習者可以克服挫折和失敗，並不斷提高自己的學習能力。"
異質分組互動之潛在問題,異質分組也有可能出現學生合作不協調、合作時出現分歧、分組中出現壓力和不平等之問題。故教師需要適當地引導和支持學生的合作學習，例如給予學生適當的訓練、提供共同的目標、建立公正的評分制度、提供適當的回饋等。教師還可以組織學生輪流擔任組長、討論小組文化和溝通技巧~ 以增強學生的合作能力和溝通能力，提高異質分組的效果。,合作學習採用的異質分組,每個學生的學習能力、學習興趣、知識面寬度都不一致，因此在學習的過程中，學生、師生間的互相啟發、相互討論，都會將另一些同學的思維導向一個新的領域，出現一些新的視角，提出一些值得爭論的問題。
KB將數學學習從個體改為社群,"KB使用社群學習的方法，來建構各科目的學習。
同時也因為社群學習的關係，讓數學學習變成團體合作的概念～",KNOWLEDGE BUILDING for Math,"12 KB原則支持學生在數學方面的參與度、信心和成就。
為學生提供明確的機會來使用 KB 原則並體驗他們在數學學習中的外觀和感覺，讓所有學生都有機會發展數學家的技能。
可改進的想法: 因為數學的解法非常多樣化，所以在解釋一道題目可能有多種方法，因此幫助增強學習者的信心和發展"
以KB的方式建構數學習可以有更廣的連結度,從概念的建立、觀念的理解，問題解決可以成為數學教學的主要教學方式。,數學的核心 - 解決問題,"Problem solving is central to learning mathematics. By learning to solve problems and by learning through problem solving, students are given numerous opportunities to connect mathematical ideas and to develop conceptual understanding. 
解決問題是學習數學的核心。 通過學習解決問題和通過解決問題來學習，學生有很多機會將數學思想聯繫起來並發展概念理解。所以，想法的建立往往是在需要解決問題時。"
知識翻新牆讓想法具現化,"KB Walls bring idea diversity to life and make student thinking and ideas visible.

視覺化的布局呈現，可以讓學生藉由回應的脈絡，看到一個想法的演進，也能看到整個過程。
反思：在這個想法演變的過程，教師介入的程度該如何拿捏？",ＫＢ （Wonder Wall）P52-54,"內容大意是分享案例：一個天文學家在課堂上怎麼讓學生知識翻新，
先發想一個問題「宇宙是怎麼發生的？」
接著用【黃色便利貼 -我的論點】，寫上你覺得應該是怎麼發生的，．
【綠色便利貼--支持證據】然後是依據哪個科學證據，相關的證據都貼上已表示支持
【 紅色便利貼 -證據需打折扣（瑕疵）】依據哪個科學證據，可能有對立或證據缺發的觀點都貼上已表示證據可能不足，須待釐清．
以上Ｐ52-54 重點在於可用顏色的便利貼，來進行團體知識翻新的工具之一"
焦點討論法與正念覺察,在KB與焦點討論法中，我們都會關注於發現與探究，不只是看到事件、議題、資料的表象，也著重於內在的意義，這也像是對某一件事物，進行正念覺察，仔細去觀察並紀錄，只是正念覺察只針對「感受」這一部份，而不會加以個人的想法，但是就由感知紀錄後，就可以產出想法，而進行更深入的研究與討論。,焦點討論法ORID,"焦點討論，提供學習者一個持續討論的過程，並透過四個層面的提問來進行討論。
四層面分別為：
• Objective (事件、客觀性) 討論議題或資料所呈現的事件和外部現狀
• Reflective (感受、反應性) 對客戶意見的直接反應和內在反應 
• Interpretive (意義、價值、經驗、解釋性層次) 賦予意義、價值遞判
• Decisional (決定性、行動層次) 行動、決定、實踐、共識

Image -> https://kf6.nccu.edu.tw//attachments/63decbae204af2291312dc2a/643d6e5099177a25c978409b/1/blob
  "">"
拋磚之人如何在湖中濺起水花？,"拋出一個想法，通常有兩種結果，一種是形成「句號」，沒有其他的回應；而另一種可以形成不斷的刺激，讓想法激盪，像是湖面不斷激起的漣漪。
問題：這時候拋出來的磚就很重要，我們該如何丟出一個可以刺激大家想法激盪的「可以改進的想法」？否則就只是拋出一堆「句號」。",拋磚引玉,一個想法進入討論中，激起更多想法，引發更多行動，有點類似一顆石頭掉進水中激盪起許多水花。
專家間的交流,覺得像是老師這樣的角色，就可以提供專家間的知識交流，在學生討論時給予意見,會有哪些機會進行交流?,"是否能運用一些課間活動或戶外教學進行專業知識的交流呢?
學生在校外踏青也能學會一些其他的技能
例如:實作課程、實驗"
使用科技前要確定目標,使用科技的目的是要支持學習成果的實現，讓學生達到預期的學習成果。所以教育者(老師)需要深入了解教學目標和學生的需求，並選擇最適合的科技來支持學習，以實現教學目標。,科技使用的目的,"P.147
The purposeful selection of the technology supported the learning outcomes rather than using technology for the sake of using it.
(使用科技的目的是為了支持學習成果，而不僅僅是為了使用科技而使用它。)
在此篇文獻中可見許多例子皆是透過科技的輔助，讓不同國家拉近距離做溝通與交流，減少了不同國家間對話距離的限制，因此，科技的挑選與使用也是能否促進交流和協作的重要關鍵。"
想法的更高層次，目的應該是Rise Above？,"現今社會大家都比較容易固著己見，對於他人的想法，除非有明顯對錯之分，不然很難去接受他人的想法而放棄自身，因此常常會產生為反對而反對的聲音。
所以更高位階的人，應該要適時的引導，其目的應該不是追求個人的成就，而是小組的成就，或者更高層次的追求社群、社會的成就，如此這樣才能讓大家有更一致的目標。",傾聽的重要性,人們往往容易有堅持己見的狀況發生，要想改進（改善）想法就需先從接受他人意見開始
其他關於線上課程的想法,這讓我想到在台灣，也有類似的學習方式，像是因才網，可以供學生自主學習，但確實就缺少了師生或同儕間互動的機會了,Global classroom& Harvard Open Courses的差別,雖然Harvard Open Courses有很多免費的課程可以供給大家免費上，但與Global classroom還是有差別，Global classroom有一個很重要的概念，就是強調了跨文化和跨國界的交流互動和協同合作，可以使學習者更好地理解和尊重不同的文化及社會，也能增強學習的廣度和深度。而Harvard Open Courses雖可以得到高質量的教育資源，但缺少了與其他學生和老師的互動和合作的機會。
有意義的學習,我覺得有意義的學習也要是學生有興趣解決的問題，在生活中發現、需要提出解決方案的問題，如此一來，學生在產生知識的過程中，才會是有意義的。,教學的首要步驟,從有意義的學習可知道，要使學生更容易產生有意義的學習。有意義的學習就是在學習新知識時，學生將舊有的經驗與新學習到的新知識結合；學生也必須主動組織新的資訊，而且先備知識對於學習是相當重要，先備知識的引入，讓新的認知概念與學生舊有的概念相互結合而達成有意義的學習。
